filepath,L,T,label,split
train/spin_config_L30_T31892_1.png,30,3.1892,1,train
train/spin_config_L30_T31922_1.png,30,3.1922,1,train
train/spin_config_L30_T31952_1.png,30,3.1952,1,train
train/spin_config_L30_T31982_1.png,30,3.1982,1,train
train/spin_config_L30_T32012_1.png,30,3.2012,1,train
train/spin_config_L30_T32042_1.png,30,3.2042,1,train
train/spin_config_L30_T32072_1.png,30,3.2072,1,train
train/spin_config_L30_T32102_1.png,30,3.2102,1,train
train/spin_config_L30_T32121_1.png,30,3.2121,1,train
train/spin_config_L30_T32132_1.png,30,3.2132,1,train
train/spin_config_L30_T32162_1.png,30,3.2162,1,train
train/spin_config_L30_T32192_1.png,30,3.2192,1,train
train/spin_config_L30_T32222_1.png,30,3.2222,1,train
train/spin_config_L30_T32252_1.png,30,3.2252,1,train
train/spin_config_L30_T32282_1.png,30,3.2282,1,train
train/spin_config_L30_T32308_1.png,30,3.2308,1,train
train/spin_config_L30_T32312_1.png,30,3.2312,1,train
train/spin_config_L30_T32342_1.png,30,3.2342,1,train
train/spin_config_L30_T32372_1.png,30,3.2372,1,train
train/spin_config_L30_T32373_1.png,30,3.2373,1,train
train/spin_config_L30_T32402_1.png,30,3.2402,1,train
train/spin_config_L30_T32424_1.png,30,3.2424,1,train
train/spin_config_L30_T32432_1.png,30,3.2432,1,train
train/spin_config_L30_T32462_1.png,30,3.2462,1,train
train/spin_config_L30_T32492_1.png,30,3.2492,1,train
train/spin_config_L30_T32523_1.png,30,3.2523,1,train
train/spin_config_L30_T32553_1.png,30,3.2553,1,train
train/spin_config_L30_T32583_1.png,30,3.2583,1,train
train/spin_config_L30_T32613_1.png,30,3.2613,1,train
train/spin_config_L30_T32643_1.png,30,3.2643,1,train
train/spin_config_L30_T32673_1.png,30,3.2673,1,train
train/spin_config_L30_T32703_1.png,30,3.2703,1,train
train/spin_config_L30_T32727_1.png,30,3.2727,1,train
train/spin_config_L30_T32733_1.png,30,3.2733,1,train
train/spin_config_L30_T32763_1.png,30,3.2763,1,train
train/spin_config_L30_T32793_1.png,30,3.2793,1,train
train/spin_config_L30_T32823_1.png,30,3.2823,1,train
train/spin_config_L30_T32853_1.png,30,3.2853,1,train
train/spin_config_L30_T32881_1.png,30,3.2881,1,train
train/spin_config_L30_T32883_1.png,30,3.2883,1,train
train/spin_config_L30_T32913_1.png,30,3.2913,1,train
train/spin_config_L30_T32943_1.png,30,3.2943,1,train
train/spin_config_L30_T32973_1.png,30,3.2973,1,train
train/spin_config_L30_T33003_1.png,30,3.3003,1,train
train/spin_config_L30_T33030_1.png,30,3.303,1,train
train/spin_config_L30_T33033_1.png,30,3.3033,1,train
train/spin_config_L30_T33063_1.png,30,3.3063,1,train
train/spin_config_L30_T33077_1.png,30,3.3077,1,train
train/spin_config_L30_T33093_1.png,30,3.3093,1,train
train/spin_config_L30_T33123_1.png,30,3.3123,1,train
train/spin_config_L30_T33153_1.png,30,3.3153,1,train
train/spin_config_L30_T33183_1.png,30,3.3183,1,train
train/spin_config_L30_T33213_1.png,30,3.3213,1,train
train/spin_config_L30_T33243_1.png,30,3.3243,1,train
train/spin_config_L30_T33273_1.png,30,3.3273,1,train
train/spin_config_L30_T33303_1.png,30,3.3303,1,train
train/spin_config_L30_T33333_1.png,30,3.3333,1,train
train/spin_config_L30_T33363_1.png,30,3.3363,1,train
train/spin_config_L30_T33390_1.png,30,3.339,1,train
train/spin_config_L30_T33393_1.png,30,3.3393,1,train
train/spin_config_L30_T33423_1.png,30,3.3423,1,train
train/spin_config_L30_T33453_1.png,30,3.3453,1,train
train/spin_config_L30_T33483_1.png,30,3.3483,1,train
train/spin_config_L30_T33514_1.png,30,3.3514,1,train
train/spin_config_L30_T33544_1.png,30,3.3544,1,train
train/spin_config_L30_T33574_1.png,30,3.3574,1,train
train/spin_config_L30_T33604_1.png,30,3.3604,1,train
train/spin_config_L30_T33634_1.png,30,3.3634,1,train
train/spin_config_L30_T33636_1.png,30,3.3636,1,train
train/spin_config_L30_T33664_1.png,30,3.3664,1,train
train/spin_config_L30_T33694_1.png,30,3.3694,1,train
train/spin_config_L30_T33724_1.png,30,3.3724,1,train
train/spin_config_L30_T33754_1.png,30,3.3754,1,train
train/spin_config_L30_T33784_1.png,30,3.3784,1,train
train/spin_config_L30_T33814_1.png,30,3.3814,1,train
train/spin_config_L30_T33844_1.png,30,3.3844,1,train
train/spin_config_L30_T33846_1.png,30,3.3846,1,train
train/spin_config_L30_T33874_1.png,30,3.3874,1,train
train/spin_config_L30_T33898_1.png,30,3.3898,1,train
train/spin_config_L30_T33904_1.png,30,3.3904,1,train
train/spin_config_L30_T33934_1.png,30,3.3934,1,train
train/spin_config_L30_T33939_1.png,30,3.3939,1,train
train/spin_config_L30_T33964_1.png,30,3.3964,1,train
train/spin_config_L30_T33994_1.png,30,3.3994,1,train
train/spin_config_L30_T34024_1.png,30,3.4024,1,train
train/spin_config_L30_T34054_1.png,30,3.4054,1,train
train/spin_config_L30_T34084_1.png,30,3.4084,1,train
train/spin_config_L30_T34114_1.png,30,3.4114,1,train
train/spin_config_L30_T34144_1.png,30,3.4144,1,train
train/spin_config_L30_T34174_1.png,30,3.4174,1,train
train/spin_config_L30_T34204_1.png,30,3.4204,1,train
train/spin_config_L30_T34234_1.png,30,3.4234,1,train
train/spin_config_L30_T34242_1.png,30,3.4242,1,train
train/spin_config_L30_T34264_1.png,30,3.4264,1,train
train/spin_config_L30_T34294_1.png,30,3.4294,1,train
train/spin_config_L30_T34324_1.png,30,3.4324,1,train
train/spin_config_L30_T34354_1.png,30,3.4354,1,train
train/spin_config_L30_T34384_1.png,30,3.4384,1,train
train/spin_config_L30_T34407_1.png,30,3.4407,1,train
train/spin_config_L30_T34414_1.png,30,3.4414,1,train
train/spin_config_L30_T34444_1.png,30,3.4444,1,train
train/spin_config_L30_T34474_1.png,30,3.4474,1,train
train/spin_config_L30_T34505_1.png,30,3.4505,1,train
train/spin_config_L30_T34535_1.png,30,3.4535,1,train
train/spin_config_L30_T34545_1.png,30,3.4545,1,train
train/spin_config_L30_T34565_1.png,30,3.4565,1,train
train/spin_config_L30_T34595_1.png,30,3.4595,1,train
train/spin_config_L30_T34615_1.png,30,3.4615,1,train
train/spin_config_L30_T34625_1.png,30,3.4625,1,train
train/spin_config_L30_T34655_1.png,30,3.4655,1,train
train/spin_config_L30_T34685_1.png,30,3.4685,1,train
train/spin_config_L30_T34715_1.png,30,3.4715,1,train
train/spin_config_L30_T34745_1.png,30,3.4745,1,train
train/spin_config_L30_T34775_1.png,30,3.4775,1,train
train/spin_config_L30_T34805_1.png,30,3.4805,1,train
train/spin_config_L30_T34835_1.png,30,3.4835,1,train
train/spin_config_L30_T34848_1.png,30,3.4848,1,train
train/spin_config_L30_T34865_1.png,30,3.4865,1,train
train/spin_config_L30_T34895_1.png,30,3.4895,1,train
train/spin_config_L30_T34915_1.png,30,3.4915,1,train
train/spin_config_L30_T34925_1.png,30,3.4925,1,train
train/spin_config_L30_T34955_1.png,30,3.4955,1,train
train/spin_config_L30_T34985_1.png,30,3.4985,1,train
train/spin_config_L30_T35015_1.png,30,3.5015,1,train
train/spin_config_L30_T35045_1.png,30,3.5045,1,train
train/spin_config_L30_T35075_1.png,30,3.5075,1,train
train/spin_config_L30_T35105_1.png,30,3.5105,1,train
train/spin_config_L30_T35135_1.png,30,3.5135,1,train
train/spin_config_L30_T35152_1.png,30,3.5152,1,train
train/spin_config_L30_T35165_1.png,30,3.5165,1,train
train/spin_config_L30_T35195_1.png,30,3.5195,1,train
train/spin_config_L30_T35225_1.png,30,3.5225,1,train
train/spin_config_L30_T35255_1.png,30,3.5255,1,train
train/spin_config_L30_T35285_1.png,30,3.5285,1,train
train/spin_config_L30_T35315_1.png,30,3.5315,1,train
train/spin_config_L30_T35345_1.png,30,3.5345,1,train
train/spin_config_L30_T35375_1.png,30,3.5375,1,train
train/spin_config_L30_T35385_1.png,30,3.5385,1,train
train/spin_config_L30_T35405_1.png,30,3.5405,1,train
train/spin_config_L30_T35424_1.png,30,3.5424,1,train
train/spin_config_L30_T35435_1.png,30,3.5435,1,train
train/spin_config_L30_T35455_1.png,30,3.5455,1,train
train/spin_config_L30_T35465_1.png,30,3.5465,1,train
train/spin_config_L30_T35495_1.png,30,3.5495,1,train
train/spin_config_L30_T35526_1.png,30,3.5526,1,train
train/spin_config_L30_T35556_1.png,30,3.5556,1,train
train/spin_config_L30_T35586_1.png,30,3.5586,1,train
train/spin_config_L30_T35616_1.png,30,3.5616,1,train
train/spin_config_L30_T35646_1.png,30,3.5646,1,train
train/spin_config_L30_T35676_1.png,30,3.5676,1,train
train/spin_config_L30_T35706_1.png,30,3.5706,1,train
train/spin_config_L30_T35736_1.png,30,3.5736,1,train
train/spin_config_L30_T35758_1.png,30,3.5758,1,train
train/spin_config_L30_T35766_1.png,30,3.5766,1,train
train/spin_config_L30_T35796_1.png,30,3.5796,1,train
train/spin_config_L30_T35826_1.png,30,3.5826,1,train
train/spin_config_L30_T35856_1.png,30,3.5856,1,train
train/spin_config_L30_T35886_1.png,30,3.5886,1,train
train/spin_config_L30_T35916_1.png,30,3.5916,1,train
train/spin_config_L30_T35932_1.png,30,3.5932,1,train
train/spin_config_L30_T35946_1.png,30,3.5946,1,train
train/spin_config_L30_T35976_1.png,30,3.5976,1,train
train/spin_config_L30_T36006_1.png,30,3.6006,1,train
train/spin_config_L30_T36036_1.png,30,3.6036,1,train
train/spin_config_L30_T36061_1.png,30,3.6061,1,train
train/spin_config_L30_T36066_1.png,30,3.6066,1,train
train/spin_config_L30_T36096_1.png,30,3.6096,1,train
train/spin_config_L30_T36126_1.png,30,3.6126,1,train
train/spin_config_L30_T36154_1.png,30,3.6154,1,train
train/spin_config_L30_T36156_1.png,30,3.6156,1,train
train/spin_config_L30_T36186_1.png,30,3.6186,1,train
train/spin_config_L30_T36216_1.png,30,3.6216,1,train
train/spin_config_L30_T36246_1.png,30,3.6246,1,train
train/spin_config_L30_T36276_1.png,30,3.6276,1,train
train/spin_config_L30_T36306_1.png,30,3.6306,1,train
train/spin_config_L30_T36336_1.png,30,3.6336,1,train
train/spin_config_L30_T36364_1.png,30,3.6364,1,train
train/spin_config_L30_T36366_1.png,30,3.6366,1,train
train/spin_config_L30_T36396_1.png,30,3.6396,1,train
train/spin_config_L30_T36426_1.png,30,3.6426,1,train
train/spin_config_L30_T36441_1.png,30,3.6441,1,train
train/spin_config_L30_T36456_1.png,30,3.6456,1,train
train/spin_config_L30_T36486_1.png,30,3.6486,1,train
train/spin_config_L30_T36517_1.png,30,3.6517,1,train
train/spin_config_L30_T36547_1.png,30,3.6547,1,train
train/spin_config_L30_T36577_1.png,30,3.6577,1,train
train/spin_config_L30_T36607_1.png,30,3.6607,1,train
train/spin_config_L30_T36637_1.png,30,3.6637,1,train
train/spin_config_L30_T36667_1.png,30,3.6667,1,train
train/spin_config_L30_T36697_1.png,30,3.6697,1,train
train/spin_config_L30_T36727_1.png,30,3.6727,1,train
train/spin_config_L30_T36757_1.png,30,3.6757,1,train
train/spin_config_L30_T36787_1.png,30,3.6787,1,train
train/spin_config_L30_T36817_1.png,30,3.6817,1,train
train/spin_config_L30_T36847_1.png,30,3.6847,1,train
train/spin_config_L30_T36877_1.png,30,3.6877,1,train
train/spin_config_L30_T36907_1.png,30,3.6907,1,train
train/spin_config_L30_T36923_1.png,30,3.6923,1,train
train/spin_config_L30_T36937_1.png,30,3.6937,1,train
train/spin_config_L30_T36949_1.png,30,3.6949,1,train
train/spin_config_L30_T36967_1.png,30,3.6967,1,train
train/spin_config_L30_T36970_1.png,30,3.697,1,train
train/spin_config_L30_T36997_1.png,30,3.6997,1,train
train/spin_config_L30_T37027_1.png,30,3.7027,1,train
train/spin_config_L30_T37057_1.png,30,3.7057,1,train
train/spin_config_L30_T37087_1.png,30,3.7087,1,train
train/spin_config_L30_T37117_1.png,30,3.7117,1,train
train/spin_config_L30_T37147_1.png,30,3.7147,1,train
train/spin_config_L30_T37177_1.png,30,3.7177,1,train
train/spin_config_L30_T37207_1.png,30,3.7207,1,train
train/spin_config_L30_T37237_1.png,30,3.7237,1,train
train/spin_config_L30_T37267_1.png,30,3.7267,1,train
train/spin_config_L30_T37273_1.png,30,3.7273,1,train
train/spin_config_L30_T37297_1.png,30,3.7297,1,train
train/spin_config_L30_T37327_1.png,30,3.7327,1,train
train/spin_config_L30_T37357_1.png,30,3.7357,1,train
train/spin_config_L30_T37387_1.png,30,3.7387,1,train
train/spin_config_L30_T37417_1.png,30,3.7417,1,train
train/spin_config_L30_T37447_1.png,30,3.7447,1,train
train/spin_config_L30_T37458_1.png,30,3.7458,1,train
train/spin_config_L30_T37477_1.png,30,3.7477,1,train
train/spin_config_L30_T37508_1.png,30,3.7508,1,train
train/spin_config_L30_T37538_1.png,30,3.7538,1,train
train/spin_config_L30_T37568_1.png,30,3.7568,1,train
train/spin_config_L30_T37576_1.png,30,3.7576,1,train
train/spin_config_L30_T37598_1.png,30,3.7598,1,train
train/spin_config_L30_T37628_1.png,30,3.7628,1,train
train/spin_config_L30_T37658_1.png,30,3.7658,1,train
train/spin_config_L30_T37688_1.png,30,3.7688,1,train
train/spin_config_L30_T37692_1.png,30,3.7692,1,train
train/spin_config_L30_T37718_1.png,30,3.7718,1,train
train/spin_config_L30_T37748_1.png,30,3.7748,1,train
train/spin_config_L30_T37778_1.png,30,3.7778,1,train
train/spin_config_L30_T37808_1.png,30,3.7808,1,train
train/spin_config_L30_T37838_1.png,30,3.7838,1,train
train/spin_config_L30_T37868_1.png,30,3.7868,1,train
train/spin_config_L30_T37879_1.png,30,3.7879,1,train
train/spin_config_L30_T37898_1.png,30,3.7898,1,train
train/spin_config_L30_T37928_1.png,30,3.7928,1,train
train/spin_config_L30_T37958_1.png,30,3.7958,1,train
train/spin_config_L30_T37966_1.png,30,3.7966,1,train
train/spin_config_L30_T37988_1.png,30,3.7988,1,train
train/spin_config_L30_T38018_1.png,30,3.8018,1,train
train/spin_config_L30_T38048_1.png,30,3.8048,1,train
train/spin_config_L30_T38078_1.png,30,3.8078,1,train
train/spin_config_L30_T38108_1.png,30,3.8108,1,train
train/spin_config_L30_T38138_1.png,30,3.8138,1,train
train/spin_config_L30_T38168_1.png,30,3.8168,1,train
train/spin_config_L30_T38182_1.png,30,3.8182,1,train
train/spin_config_L30_T38198_1.png,30,3.8198,1,train
train/spin_config_L30_T38228_1.png,30,3.8228,1,train
train/spin_config_L30_T38258_1.png,30,3.8258,1,train
train/spin_config_L30_T38288_1.png,30,3.8288,1,train
train/spin_config_L30_T38318_1.png,30,3.8318,1,train
train/spin_config_L30_T38348_1.png,30,3.8348,1,train
train/spin_config_L30_T38378_1.png,30,3.8378,1,train
train/spin_config_L30_T38408_1.png,30,3.8408,1,train
train/spin_config_L30_T38438_1.png,30,3.8438,1,train
train/spin_config_L30_T38462_1.png,30,3.8462,1,train
train/spin_config_L30_T38468_1.png,30,3.8468,1,train
train/spin_config_L30_T38475_1.png,30,3.8475,1,train
train/spin_config_L30_T38485_1.png,30,3.8485,1,train
train/spin_config_L30_T38498_1.png,30,3.8498,1,train
train/spin_config_L30_T38529_1.png,30,3.8529,1,train
train/spin_config_L30_T38559_1.png,30,3.8559,1,train
train/spin_config_L30_T38589_1.png,30,3.8589,1,train
train/spin_config_L30_T38619_1.png,30,3.8619,1,train
train/spin_config_L30_T38649_1.png,30,3.8649,1,train
train/spin_config_L30_T38679_1.png,30,3.8679,1,train
train/spin_config_L30_T38709_1.png,30,3.8709,1,train
train/spin_config_L30_T38739_1.png,30,3.8739,1,train
train/spin_config_L30_T38769_1.png,30,3.8769,1,train
train/spin_config_L30_T38788_1.png,30,3.8788,1,train
train/spin_config_L30_T38799_1.png,30,3.8799,1,train
train/spin_config_L30_T38829_1.png,30,3.8829,1,train
train/spin_config_L30_T38859_1.png,30,3.8859,1,train
train/spin_config_L30_T38889_1.png,30,3.8889,1,train
train/spin_config_L30_T38919_1.png,30,3.8919,1,train
train/spin_config_L30_T38949_1.png,30,3.8949,1,train
train/spin_config_L30_T38979_1.png,30,3.8979,1,train
train/spin_config_L30_T38983_1.png,30,3.8983,1,train
train/spin_config_L30_T39009_1.png,30,3.9009,1,train
train/spin_config_L30_T39039_1.png,30,3.9039,1,train
train/spin_config_L30_T39069_1.png,30,3.9069,1,train
train/spin_config_L30_T39091_1.png,30,3.9091,1,train
train/spin_config_L30_T39099_1.png,30,3.9099,1,train
train/spin_config_L30_T39129_1.png,30,3.9129,1,train
train/spin_config_L30_T39159_1.png,30,3.9159,1,train
train/spin_config_L30_T39189_1.png,30,3.9189,1,train
train/spin_config_L30_T39219_1.png,30,3.9219,1,train
train/spin_config_L30_T39231_1.png,30,3.9231,1,train
train/spin_config_L30_T39249_1.png,30,3.9249,1,train
train/spin_config_L30_T39279_1.png,30,3.9279,1,train
train/spin_config_L30_T39309_1.png,30,3.9309,1,train
train/spin_config_L30_T39339_1.png,30,3.9339,1,train
train/spin_config_L30_T39369_1.png,30,3.9369,1,train
train/spin_config_L30_T39394_1.png,30,3.9394,1,train
train/spin_config_L30_T39399_1.png,30,3.9399,1,train
train/spin_config_L30_T39429_1.png,30,3.9429,1,train
train/spin_config_L30_T39459_1.png,30,3.9459,1,train
train/spin_config_L30_T39489_1.png,30,3.9489,1,train
train/spin_config_L30_T39492_1.png,30,3.9492,1,train
train/spin_config_L30_T39520_1.png,30,3.952,1,train
train/spin_config_L30_T39550_1.png,30,3.955,1,train
train/spin_config_L30_T39580_1.png,30,3.958,1,train
train/spin_config_L30_T39610_1.png,30,3.961,1,train
train/spin_config_L30_T39640_1.png,30,3.964,1,train
train/spin_config_L30_T39670_1.png,30,3.967,1,train
train/spin_config_L30_T39697_1.png,30,3.9697,1,train
train/spin_config_L30_T39700_1.png,30,3.97,1,train
train/spin_config_L30_T39730_1.png,30,3.973,1,train
train/spin_config_L30_T39760_1.png,30,3.976,1,train
train/spin_config_L30_T39790_1.png,30,3.979,1,train
train/spin_config_L30_T39820_1.png,30,3.982,1,train
train/spin_config_L30_T39850_1.png,30,3.985,1,train
train/spin_config_L30_T39880_1.png,30,3.988,1,train
train/spin_config_L30_T39910_1.png,30,3.991,1,train
train/spin_config_L30_T39940_1.png,30,3.994,1,train
train/spin_config_L30_T39970_1.png,30,3.997,1,train
train/spin_config_L30_T40000_1.png,30,4.0,1,train
train/spin_config_L40_T10000_0.png,40,1.0,0,train
train/spin_config_L40_T10030_0.png,40,1.003,0,train
train/spin_config_L40_T10060_0.png,40,1.006,0,train
train/spin_config_L40_T10090_0.png,40,1.009,0,train
train/spin_config_L40_T10120_0.png,40,1.012,0,train
train/spin_config_L40_T10150_0.png,40,1.015,0,train
train/spin_config_L40_T10180_0.png,40,1.018,0,train
train/spin_config_L40_T10210_0.png,40,1.021,0,train
train/spin_config_L40_T10240_0.png,40,1.024,0,train
train/spin_config_L40_T10270_0.png,40,1.027,0,train
train/spin_config_L40_T10300_0.png,40,1.03,0,train
train/spin_config_L40_T10303_0.png,40,1.0303,0,train
train/spin_config_L40_T10330_0.png,40,1.033,0,train
train/spin_config_L40_T10360_0.png,40,1.036,0,train
train/spin_config_L40_T10390_0.png,40,1.039,0,train
train/spin_config_L40_T10420_0.png,40,1.042,0,train
train/spin_config_L40_T10450_0.png,40,1.045,0,train
train/spin_config_L40_T10480_0.png,40,1.048,0,train
train/spin_config_L40_T10508_0.png,40,1.0508,0,train
train/spin_config_L40_T10511_0.png,40,1.0511,0,train
train/spin_config_L40_T10541_0.png,40,1.0541,0,train
train/spin_config_L40_T10571_0.png,40,1.0571,0,train
train/spin_config_L40_T10601_0.png,40,1.0601,0,train
train/spin_config_L40_T10606_0.png,40,1.0606,0,train
train/spin_config_L40_T10631_0.png,40,1.0631,0,train
train/spin_config_L40_T10661_0.png,40,1.0661,0,train
train/spin_config_L40_T10691_0.png,40,1.0691,0,train
train/spin_config_L40_T10721_0.png,40,1.0721,0,train
train/spin_config_L40_T10751_0.png,40,1.0751,0,train
train/spin_config_L40_T10769_0.png,40,1.0769,0,train
train/spin_config_L40_T10781_0.png,40,1.0781,0,train
train/spin_config_L40_T10811_0.png,40,1.0811,0,train
train/spin_config_L40_T10841_0.png,40,1.0841,0,train
train/spin_config_L40_T10871_0.png,40,1.0871,0,train
train/spin_config_L40_T10901_0.png,40,1.0901,0,train
train/spin_config_L40_T10909_0.png,40,1.0909,0,train
train/spin_config_L40_T10931_0.png,40,1.0931,0,train
train/spin_config_L40_T10961_0.png,40,1.0961,0,train
train/spin_config_L40_T10991_0.png,40,1.0991,0,train
train/spin_config_L40_T11017_0.png,40,1.1017,0,train
train/spin_config_L40_T11021_0.png,40,1.1021,0,train
train/spin_config_L40_T11051_0.png,40,1.1051,0,train
train/spin_config_L40_T11081_0.png,40,1.1081,0,train
train/spin_config_L40_T11111_0.png,40,1.1111,0,train
train/spin_config_L40_T11141_0.png,40,1.1141,0,train
train/spin_config_L40_T11171_0.png,40,1.1171,0,train
train/spin_config_L40_T11201_0.png,40,1.1201,0,train
train/spin_config_L40_T11212_0.png,40,1.1212,0,train
train/spin_config_L40_T11231_0.png,40,1.1231,0,train
train/spin_config_L40_T11261_0.png,40,1.1261,0,train
train/spin_config_L40_T11291_0.png,40,1.1291,0,train
train/spin_config_L40_T11321_0.png,40,1.1321,0,train
train/spin_config_L40_T11351_0.png,40,1.1351,0,train
train/spin_config_L40_T11381_0.png,40,1.1381,0,train
train/spin_config_L40_T11411_0.png,40,1.1411,0,train
train/spin_config_L40_T11441_0.png,40,1.1441,0,train
train/spin_config_L40_T11471_0.png,40,1.1471,0,train
train/spin_config_L40_T11502_0.png,40,1.1502,0,train
train/spin_config_L40_T11515_0.png,40,1.1515,0,train
train/spin_config_L40_T11525_0.png,40,1.1525,0,train
train/spin_config_L40_T11532_0.png,40,1.1532,0,train
train/spin_config_L40_T11538_0.png,40,1.1538,0,train
train/spin_config_L40_T11562_0.png,40,1.1562,0,train
train/spin_config_L40_T11592_0.png,40,1.1592,0,train
train/spin_config_L40_T11622_0.png,40,1.1622,0,train
train/spin_config_L40_T11652_0.png,40,1.1652,0,train
train/spin_config_L40_T11682_0.png,40,1.1682,0,train
train/spin_config_L40_T11712_0.png,40,1.1712,0,train
train/spin_config_L40_T11742_0.png,40,1.1742,0,train
train/spin_config_L40_T11772_0.png,40,1.1772,0,train
train/spin_config_L40_T11802_0.png,40,1.1802,0,train
train/spin_config_L40_T11818_0.png,40,1.1818,0,train
train/spin_config_L40_T11832_0.png,40,1.1832,0,train
train/spin_config_L40_T11862_0.png,40,1.1862,0,train
train/spin_config_L40_T11892_0.png,40,1.1892,0,train
train/spin_config_L40_T11922_0.png,40,1.1922,0,train
train/spin_config_L40_T11952_0.png,40,1.1952,0,train
train/spin_config_L40_T11982_0.png,40,1.1982,0,train
train/spin_config_L40_T12012_0.png,40,1.2012,0,train
train/spin_config_L40_T12034_0.png,40,1.2034,0,train
train/spin_config_L40_T12042_0.png,40,1.2042,0,train
train/spin_config_L40_T12072_0.png,40,1.2072,0,train
train/spin_config_L40_T12102_0.png,40,1.2102,0,train
train/spin_config_L40_T12121_0.png,40,1.2121,0,train
train/spin_config_L40_T12132_0.png,40,1.2132,0,train
train/spin_config_L40_T12162_0.png,40,1.2162,0,train
train/spin_config_L40_T12192_0.png,40,1.2192,0,train
train/spin_config_L40_T12222_0.png,40,1.2222,0,train
train/spin_config_L40_T12252_0.png,40,1.2252,0,train
train/spin_config_L40_T12282_0.png,40,1.2282,0,train
train/spin_config_L40_T12308_0.png,40,1.2308,0,train
train/spin_config_L40_T12312_0.png,40,1.2312,0,train
train/spin_config_L40_T12342_0.png,40,1.2342,0,train
train/spin_config_L40_T12372_0.png,40,1.2372,0,train
train/spin_config_L40_T12402_0.png,40,1.2402,0,train
train/spin_config_L40_T12424_0.png,40,1.2424,0,train
train/spin_config_L40_T12432_0.png,40,1.2432,0,train
train/spin_config_L40_T12462_0.png,40,1.2462,0,train
train/spin_config_L40_T12492_0.png,40,1.2492,0,train
train/spin_config_L40_T12523_0.png,40,1.2523,0,train
train/spin_config_L40_T12542_0.png,40,1.2542,0,train
train/spin_config_L40_T12553_0.png,40,1.2553,0,train
train/spin_config_L40_T12583_0.png,40,1.2583,0,train
train/spin_config_L40_T12613_0.png,40,1.2613,0,train
train/spin_config_L40_T12643_0.png,40,1.2643,0,train
train/spin_config_L40_T12673_0.png,40,1.2673,0,train
train/spin_config_L40_T12703_0.png,40,1.2703,0,train
train/spin_config_L40_T12727_0.png,40,1.2727,0,train
train/spin_config_L40_T12733_0.png,40,1.2733,0,train
train/spin_config_L40_T12763_0.png,40,1.2763,0,train
train/spin_config_L40_T12793_0.png,40,1.2793,0,train
train/spin_config_L40_T12823_0.png,40,1.2823,0,train
train/spin_config_L40_T12853_0.png,40,1.2853,0,train
train/spin_config_L40_T12883_0.png,40,1.2883,0,train
train/spin_config_L40_T12913_0.png,40,1.2913,0,train
train/spin_config_L40_T12943_0.png,40,1.2943,0,train
train/spin_config_L40_T12973_0.png,40,1.2973,0,train
train/spin_config_L40_T13003_0.png,40,1.3003,0,train
train/spin_config_L40_T13030_0.png,40,1.303,0,train
train/spin_config_L40_T13033_0.png,40,1.3033,0,train
train/spin_config_L40_T13051_0.png,40,1.3051,0,train
train/spin_config_L40_T13063_0.png,40,1.3063,0,train
train/spin_config_L40_T13077_0.png,40,1.3077,0,train
train/spin_config_L40_T13093_0.png,40,1.3093,0,train
train/spin_config_L40_T13123_0.png,40,1.3123,0,train
train/spin_config_L40_T13153_0.png,40,1.3153,0,train
train/spin_config_L40_T13183_0.png,40,1.3183,0,train
train/spin_config_L40_T13213_0.png,40,1.3213,0,train
train/spin_config_L40_T13243_0.png,40,1.3243,0,train
train/spin_config_L40_T13273_0.png,40,1.3273,0,train
train/spin_config_L40_T13303_0.png,40,1.3303,0,train
train/spin_config_L40_T13333_0.png,40,1.3333,0,train
train/spin_config_L40_T13363_0.png,40,1.3363,0,train
train/spin_config_L40_T13393_0.png,40,1.3393,0,train
train/spin_config_L40_T13423_0.png,40,1.3423,0,train
train/spin_config_L40_T13453_0.png,40,1.3453,0,train
train/spin_config_L40_T13483_0.png,40,1.3483,0,train
train/spin_config_L40_T13514_0.png,40,1.3514,0,train
train/spin_config_L40_T13544_0.png,40,1.3544,0,train
train/spin_config_L40_T13559_0.png,40,1.3559,0,train
train/spin_config_L40_T13574_0.png,40,1.3574,0,train
train/spin_config_L40_T13604_0.png,40,1.3604,0,train
train/spin_config_L40_T13634_0.png,40,1.3634,0,train
train/spin_config_L40_T13636_0.png,40,1.3636,0,train
train/spin_config_L40_T13664_0.png,40,1.3664,0,train
train/spin_config_L40_T13694_0.png,40,1.3694,0,train
train/spin_config_L40_T13724_0.png,40,1.3724,0,train
train/spin_config_L40_T13754_0.png,40,1.3754,0,train
train/spin_config_L40_T13784_0.png,40,1.3784,0,train
train/spin_config_L40_T13814_0.png,40,1.3814,0,train
train/spin_config_L40_T13844_0.png,40,1.3844,0,train
train/spin_config_L40_T13846_0.png,40,1.3846,0,train
train/spin_config_L40_T13874_0.png,40,1.3874,0,train
train/spin_config_L40_T13904_0.png,40,1.3904,0,train
train/spin_config_L40_T13934_0.png,40,1.3934,0,train
train/spin_config_L40_T13939_0.png,40,1.3939,0,train
train/spin_config_L40_T13964_0.png,40,1.3964,0,train
train/spin_config_L40_T13994_0.png,40,1.3994,0,train
train/spin_config_L40_T14024_0.png,40,1.4024,0,train
train/spin_config_L40_T14054_0.png,40,1.4054,0,train
train/spin_config_L40_T14068_0.png,40,1.4068,0,train
train/spin_config_L40_T14084_0.png,40,1.4084,0,train
train/spin_config_L40_T14114_0.png,40,1.4114,0,train
